oc1,oc2,appel_2nde,loisir_2nde,loisir_1ere,comment
ANGOULEME,VENDOME VILLIERS SUR LOIR,,47,69,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ANNECY,AIX LES BAINS LE REVARD,,10.6,15.5,
ANNECY,ANTIBES,25,106,160,
ANNECY,ARRAS,25,127,167,
ANNECY,AURAY,30,137,179,
ANNECY,BOURG EN BRESSE,,28.5,41,
ANNECY,DOUAI,25,127,168,
ANNECY,MASSY PALAISEAU,25,104,140,
ANNECY,NANTES,25,127,167,
ANNECY,NICE VILLE,25,108,160,
ANNECY,PARIS GARE DE LYON,25,104,140,
ANNECY,PARIS NORD,25,104,140,
ANNECY,QUIMPER,30,147,190,
ANNECY,REDON,30,137,179,
ANNECY,RENNES,25,124,165,
ANNECY,SALLANCHES COMBLOUX MEGEVE,,17.5,24,
ANNECY,ST BRIEUC,30,137,179,
ANNECY,ST GERVAIS LES BAINS LE FAYET,,18,26.5,
ANNECY,ST RAPHAEL VALESCURE,25,101,160,
ANNECY,TGV HAUTE PICARDIE,25,119,156,
ANNECY,TOULON,25,88,121,
ANNECY,VALENCE TGV,,43,70,
ANNECY,VANNES,30,137,179,
ANNECY,VERSAILLES CHANTIERS,25,104,140,
ANNEMASSE,ARRAS,,127,167,
ANNEMASSE,AURAY,30,137,179,
ANNEMASSE,BELLEGARDE,,10.5,14.8,
ANNEMASSE,BOURG EN BRESSE,,30,43,
ANNEMASSE,DOUAI,,127,167,
ANNEMASSE,EVIAN LES BAINS,,10.6,15.5,
ANNEMASSE,QUIMPER,30,147,190,
ANNEMASSE,REDON,30,137,179,
ANNEMASSE,RENNES,25,132,170,
ANNEMASSE,SALLANCHES COMBLOUX MEGEVE,,13.7,20,
ANNEMASSE,ST BRIEUC,30,137,179,
ANNEMASSE,ST GERVAIS LES BAINS LE FAYET,,14.7,21.5,
ANNEMASSE,TGV HAUTE PICARDIE,25,119,156,
ANNEMASSE,THONON LES BAINS,,8.9,13.7,
ANNEMASSE,VANNES,30,137,179,
ANTIBES,BEAUNE,25,116,151,
ANTIBES,BELLEGARDE,25,98,143,
ANTIBES,CHALON SUR SAONE,25,116,151,
ANTIBES,LES ARCS DRAGUIGNAN,,16.5,24,
ANTIBES,MENTON,,11,16.5,
ANTIBES,MONACO MONTE CARLO,,10,14.6,
ANTIBES,ST RAPHAEL VALESCURE,,12.1,18.5,
ANTIBES,VENTIMIGLIA STAZIONE,,11.9,17.5,
ANTIBES,VENTIMIGLIA STAZIONE  (IT),,11.9,17.5,
ARCACHON , ST PIERRE DES CORPS,20,69,99,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARCACHON,CHATELLERAULT,,52,78,
ARCACHON,LIBOURNE,,20.5,30,
ARCACHON,ST PIERRE DES CORPS,20,61,87,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARLES,LE TEIL,,24,35,
ARLES,LYON ST EXUPERY,,58,79,
ARLES,MACON LOCHE TGV,20,61,86,
ARLES,MARSEILLE BLANCARDE,,18,26,
ARLES,MARSEILLE ST CHARLES,,19,27,
ARLES,MIRAMAS,,9.6,14.3,
ARLES,MONTELIMAR,,24,35,
ARLES,ORANGE,,14.3,21,
ARLES,PARIS GARE DE LYON,25,105,147,
ARLES,ST PERAY,,31,44,
ARLES,VALENCE,,31,44,
ARLES,VALENCE TGV,,29,43,
ARLES,VILLENEUVE LES AVIGNONS,,9.8,14.3,
ARRAS , AURAY,25,116,153,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS , LIBOURNE,25,130,172,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS , REDON,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS , RENNES,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS , ST MALO,25,116,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS , VANNES,25,116,153,Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS,AGDE,30,150,188,
ARRAS,AIX LES BAINS LE REVARD,25,127,167,
ARRAS,ALBERTVILLE,25,127,167,
ARRAS,AURAY,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARRAS,BAYONNE,30,144,174,
ARRAS,BELLEGARDE,25,127,167,
ARRAS,BETHUNE,,10.6,15.5,
ARRAS,DOUAI,,7.8,11.4,
ARRAS,FUTUROSCOPE,25,109,143,
ARRAS,LE CREUSOT MONTCEAU MONTCHANIN,25,111,142,
ARRAS,LENS,,6.3,9.6,
ARRAS,LIBOURNE,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARRAS,MONTAUBAN VILLE BOURBON,30,144,174,
ARRAS,NARBONNE,30,150,188,
ARRAS,QUIMPER,25,125,161,
ARRAS,REDON,25,108,137,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARRAS,RENNES,25,108,137,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARRAS,ROSPORDEN,25,125,161,
ARRAS,SALLANCHES COMBLOUX MEGEVE,,127,167,
ARRAS,SETE,30,150,188,
ARRAS,ST BRIEUC,25,119,153,
ARRAS,ST GERVAIS LES BAINS LE FAYET,,127,167,
ARRAS,ST JEAN DE LUZ CIBOURE,30,144,174,
ARRAS,ST MALO,25,110,140,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARRAS,ST MICHEL VALLOIRE,,127,167,
ARRAS,ST NAZAIRE,25,108,140,
ARRAS,ST OMER,,20.5,30,
ARRAS,ST PIERRE DES CORPS,25,101,134,
ARRAS,TGV HAUTE PICARDIE,,11.5,18.5,
ARRAS,TOULON,30,155,196,
ARRAS,TOULOUSE MATABIAU,30,150,188,
ARRAS,VALENCE,,127,159,
ARRAS,VALENCE TGV,25,127,159,
ARRAS,VALENCIENNES,,14.2,20.5,
ARRAS,VANNES,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
AURAY,ST MICHEL VALLOIRE,,137,179,
AURAY,VITRE,,34,48,
AVIGNON SUD,LYON ST EXUPERY,15,51,68,
AVIGNON SUD,MONTELIMAR,,17.5,24,
AVIGNON SUD,ORANGE,,8.5,12.6,
AVIGNON SUD,PARIS GARE DE LYON,25,116,162,
AVIGNON SUD,VALENCE,,25,38,
AVIGNON TGV , RENNES,30,148,188,Tarifs applicables aux circulations à partir du 2 juillet 2017
AVIGNON TGV , ST PIERRE DES CORPS,25,125,168,Tarifs applicables aux circulations à partir du 2 juillet 2017
AVIGNON TGV,AEROPORT CDG 2 TGV ROISSY,25,116,162,
AVIGNON TGV,AIX LES BAINS LE REVARD,20,69,104,
AVIGNON TGV,ANNECY,20,77,106,
AVIGNON TGV,ANTIBES,20,61,86,
AVIGNON TGV,ARLES,,9.8,14.3,
AVIGNON TGV,ARRAS,30,144,180,
AVIGNON TGV,BELFORT,MONTBELIARD TGV,20,108,142,
AVIGNON TGV,BELLEGARDE,,64,91,
AVIGNON TGV,BESANCON FRANCHE,COMTE TGV,20,91,120,
AVIGNON TGV,BEZIERS,,43,54,
AVIGNON TGV,BORDEAUX ST JEAN,20,96,126,
AVIGNON TGV,BOURG EN BRESSE,20,65,84,
AVIGNON TGV,BREAUTE BEUZEVILLE,25,129,177,
AVIGNON TGV,CANNES,15,57,82,
AVIGNON TGV,CARCASSONNE,,54,69,
AVIGNON TGV,CHALON SUR SAONE,20,72,92,
AVIGNON TGV,CHAMBERY CHALLES LES EAUX,20,69,104,
AVIGNON TGV,CULMONT CHALINDREY,25,87,116,
AVIGNON TGV,CULOZ,,53,90,
AVIGNON TGV,DOUAI,30,144,180,
AVIGNON TGV,ECOLE VALENTIN,,91,120,
AVIGNON TGV,GRENOBLE,15,47,67,
AVIGNON TGV,HYERES,,43,62,
AVIGNON TGV,LAROCHE MIGENNES,25,92,130,
AVIGNON TGV,LE CREUSOT MONTCEAU MONTCHANIN,20,68,100,
AVIGNON TGV,LES ARCS DRAGUIGNAN,15,50,73,
AVIGNON TGV,LILLE EUROPE,30,144,180,
AVIGNON TGV,LONS LE SAUNIER,20,75,96,
AVIGNON TGV,LYON PART DIEU,15,51,68,
AVIGNON TGV,LYON PERRACHE,15,51,68,
AVIGNON TGV,LYON ST EXUPERY,15,51,68,
AVIGNON TGV,MACON LOCHE TGV,15,61,77,
AVIGNON TGV,MACON VILLE,20,65,84,
AVIGNON TGV,MANTES LA J. TGV,,116,162,
AVIGNON TGV,MANTES LA JOLIE,25,116,162,
AVIGNON TGV,MARNE LA VALLEE CHESSY,25,116,162,
AVIGNON TGV,MARSEILLE ST CHARLES,,30,44,
AVIGNON TGV,MASSY PALAISEAU,25,116,162,
AVIGNON TGV,MASSY TGV,25,116,162,
AVIGNON TGV,MELUN,25,103,142,
AVIGNON TGV,MENTON,20,62,88,
AVIGNON TGV,MIRAMAS,,15.5,22,
AVIGNON TGV,MONACO MONTE CARLO,20,62,88,
AVIGNON TGV,MONTBELIARD,25,90,120,
AVIGNON TGV,MONTELIMAR,,17.5,24,
AVIGNON TGV,MONTPELLIER,,25.5,35,
AVIGNON TGV,MOUCHARD,,53,90,
AVIGNON TGV,NANCY VILLE,25,107,141,
AVIGNON TGV,NANTES,30,142,180,
AVIGNON TGV,NARBONNE,,46,61,
AVIGNON TGV,NEUFCHATEAU,25,87,116,
AVIGNON TGV,NICE VILLE,20,62,88,
AVIGNON TGV,NIMES,,15.5,21,
AVIGNON TGV,ORANGE,,8.5,12.6,
AVIGNON TGV,PARIS GARE DE LYON,25,116,162,
AVIGNON TGV,PERPIGNAN,15,48,62,
AVIGNON TGV,RENNES,30,142,180,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
AVIGNON TGV,ROUEN RIVE DROITE,25,129,177,
AVIGNON TGV,SENS,25,103,142,
AVIGNON TGV,SETE,,27.5,36,
AVIGNON TGV,ST PIERRE DES CORPS,25,125,167,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
AVIGNON TGV,ST RAPHAEL VALESCURE,15,53,77,
AVIGNON TGV,TGV HAUTE PICARDIE,30,136,174,
AVIGNON TGV,TOUL,25,107,141,
AVIGNON TGV,TOULON,15,41,58,
AVIGNON TGV,TOULOUSE MATABIAU,20,65,90,
AVIGNON TGV,VALENCE,,25,38,
AVIGNON TGV,VALENCE TGV,,33,44,
AVIGNON TGV,VENDOME VILLIERS SUR LOIR,25,125,167,
AVIGNON TGV,VENTIMIGLIA STAZIONE,20,65,89,
AVIGNON TGV,VENTIMIGLIA STAZIONE  (IT),20,65,89,
AVIGNON TGV,VERSAILLES CHANTIERS,25,116,162,
AVIGNON,AEROPORT CDG 2 TGV ROISSY,25,116,162,
AVIGNON,AGDE,,27.5,42,
AVIGNON,AIX EN PROVENCE TGV,,30,44,
AVIGNON,AIX LES BAINS LE REVARD,,69,104,
AVIGNON,ANNECY,,77,106,
AVIGNON,ANTIBES,,61,86,
AVIGNON,ARLES,,9.8,14.3,
AVIGNON,ARRAS,30,144,180,
AVIGNON,BELFORT,MONTBELIARD TGV,,108,142,
AVIGNON,BELLEGARDE,,64,91,
AVIGNON,BESANCON FRANCHE,COMTE TGV,,91,120,
AVIGNON,BEZIERS,,43,54,
AVIGNON,BOURG EN BRESSE,,65,84,
AVIGNON,CANNES,,57,82,
AVIGNON,CARCASSONNE,15,54,69,
AVIGNON,CHALON SUR SAONE,,72,92,
AVIGNON,CHAMBERY CHALLES LES EAUX,,69,104,
AVIGNON,CULMONT CHALINDREY,,87,116,
AVIGNON,DOUAI,30,144,180,
AVIGNON,ECOLE VALENTIN,,91,120,
AVIGNON,GRENOBLE,,47,67,
AVIGNON,HYERES,,43,62,
AVIGNON,LE CREUSOT MONTCEAU MONTCHANIN,,61,77,
AVIGNON,LE HAVRE,,129,177,
AVIGNON,LE MANS,25,125,167,
AVIGNON,LE TEIL,,17.5,24,
AVIGNON,LES ARCS DRAGUIGNAN,,50,73,
AVIGNON,LILLE EUROPE,30,144,180,
AVIGNON,LONS LE SAUNIER,,75,96,
AVIGNON,LYON PART DIEU,15,51,68,
AVIGNON,LYON PERRACHE,15,51,68,
AVIGNON,LYON ST EXUPERY,15,51,68,
AVIGNON,MACON LOCHE TGV,15,61,77,
AVIGNON,MACON VILLE,15,65,84,
AVIGNON,MANTES LA J. TGV,,116,162,
AVIGNON,MANTES LA JOLIE,25,116,162,
AVIGNON,MARNE LA VALLEE CHESSY,25,116,162,
AVIGNON,MARSEILLE BLANCARDE,,24.5,37,
AVIGNON,MARSEILLE ST CHARLES,,30,44,
AVIGNON,MASSY PALAISEAU,25,116,162,
AVIGNON,MASSY TGV,25,116,162,
AVIGNON,MENTON,,62,88,
AVIGNON,MIRAMAS,,15.5,22,
AVIGNON,MONACO MONTE CARLO,,62,88,
AVIGNON,MONTELIMAR,,17.5,24,
AVIGNON,MONTPELLIER,,25.5,35,
AVIGNON,NANCY VILLE,,107,141,
AVIGNON,NANTES,30,142,180,
AVIGNON,NARBONNE,,46,61,
AVIGNON,NEUFCHATEAU,,87,116,
AVIGNON,NICE VILLE,,62,88,
AVIGNON,NIMES,,15.5,21,
AVIGNON,ORANGE,,8.5,12.6,
AVIGNON,PARIS GARE DE LYON,25,105,145,
AVIGNON,PERPIGNAN,15,48,62,
AVIGNON,RENNES,,142,180,
AVIGNON,ROUEN RIVE DROITE,,129,177,
AVIGNON,SETE,,18,23.5,
AVIGNON,ST PERAY,,25,38,
AVIGNON,ST PIERRE DES CORPS,25,125,167,
AVIGNON,ST RAPHAEL VALESCURE,,53,77,
AVIGNON,TGV HAUTE PICARDIE,30,136,174,
AVIGNON,TOUL,,107,141,
AVIGNON,TOULON,,41,58,
AVIGNON,TOULOUSE MATABIAU,20,53,79,
AVIGNON,TOURS,25,125,167,
AVIGNON,VALENCE,,25,38,
AVIGNON,VALENCE TGV,,33,44,
AVIGNON,VENDOME VILLIERS SUR LOIR,25,125,167,
AVIGNON,VENTIMIGLIA STAZIONE  (IT),,65,89,
AVIGNON,VERSAILLES CHANTIERS,25,116,162,
Bâle, Chalon,sur,Saône,20,65,93,
BAR LE DUC,CHALONS EN CHAMPAGNE,,18.5,27,
BAR LE DUC,THIONVILLE,,26,40,
BASEL SBB,AIX EN PROVENCE TGV,25,130,170,
BASEL SBB,AVIGNON,,121,157,
BASEL SBB,AVIGNON TGV,25,121,157,
BASEL SBB,BELFORT,MONTBELIARD TGV,,21,28.5,
BASEL SBB,BESANCON FRANCHE,COMTE TGV,15,42,57,
BASEL SBB,DIJON VILLE,20,62,81,
BASEL SBB,ECOLE VALENTIN,,42,57,
BASEL SBB,LYON PART DIEU,25,82,107,
BASEL SBB,MACON VILLE,25,69,91,
BASEL SBB,MARSEILLE ST CHARLES,25,130,170,
BASEL SBB,MULHOUSE VILLE,,9.5,14.8,
BAYEUX,AIME LA PLAGNE,25,125,165,
BAYEUX,ALBERTVILLE,25,125,165,
BAYEUX,BERNAY,,26,39,
BAYEUX,BOURG ST MAURICE,25,125,165,
BAYEUX,CAEN,,9.1,18.5,
BAYEUX,CARENTAN,,12.6,25,
BAYEUX,CHAMBERY CHALLES LES EAUX,25,125,165,
BAYEUX,EVREUX EMBRANCHEMENT,,31,45,
BAYEUX,LANDRY,25,125,165,
BAYEUX,LISIEUX,,14.8,22,
BAYEUX,LISON,,8.4,17,
BAYEUX,MASSY PALAISEAU,15,44,64,
BAYEUX,MOUTIERS SALINS BRIDES,25,125,165,
BAYEUX,VALOGNES,,19,39,
BAYEUX,VERSAILLES CHANTIERS,15,44,64,
BAYONNE,CHATELLERAULT,,68,100,
BAYONNE,DOUAI,30,144,174,
BAYONNE,LIBOURNE,,41,58,
BAYONNE,ST JEAN DE LUZ CIBOURE,,7.2,10.8,
BAYONNE,ST PIERRE DES CORPS,25,75,109,
Beaune,Aix en provence TGV,20,87,113,
Beaune,Avignon TGV,20,73,107,
BEAUNE,CHALON SUR SAONE,,9,13.5,
Beaune,Les Arcs Draguignan,25,91,122,
BEAUNE,NARBONNE,25,84,124,
BEAUNE,SETE,20,84,124,
BEAUNE,ST RAPHAEL VALESCURE,25,116,151,
BEAUNE,TOULOUSE MATABIAU,25,97,143,
BELFORT,MONTBARD,,50,77,
BELFORT,MONTBELIARD,,4.5,7.3,
BELFORT,MONTBELIARD TGV,ALBERTVILLE,25,89,108,
BELFORT,MONTBELIARD TGV,BESANCON FRANCHE,COMTE TGV,,25.5,34,
BELFORT,MONTBELIARD TGV,BOURG EN BRESSE,15,51,67,
BELFORT,MONTBELIARD TGV,CHALON SUR SAONE,15,51,66,
BELFORT,MONTBELIARD TGV,ECOLE VALENTIN,,25.5,34,
BELFORT,MONTBELIARD TGV,LONS LE SAUNIER,15,42,53,
BELFORT,MONTBELIARD TGV,VALENCE TGV,20,83,108,
BELFORT,MOUCHARD,,30,44,
BELFORT,PARIS GARE DE LYON,25,88,119,
BELLEGARDE,BOURG EN BRESSE,,24,36,
BELLEGARDE,DOUAI,25,127,167,
BELLEGARDE,EVIAN LES BAINS,,17.5,25,
BELLEGARDE,LE CREUSOT MONTCEAU MONTCHANIN,,45,69,
BELLEGARDE,LES ARCS DRAGUIGNAN,25,84,123,
BELLEGARDE,MASSY PALAISEAU,25,91,129,
BELLEGARDE,PARIS EST,25,91,129,
BELLEGARDE,SALLANCHES COMBLOUX MEGEVE,,20.5,30,
BELLEGARDE,ST GERVAIS LES BAINS LE FAYET,,21.5,32,
BELLEGARDE,ST RAPHAEL VALESCURE,25,98,143,
BELLEGARDE,THONON LES BAINS,,15,22,
BELLEGARDE,VERSAILLES CHANTIERS,25,91,129,
BERNAY,LISIEUX,,9.3,19,
BESANCON FRANCHE,COMTE TGV,ALBERTVILLE,20,75,89,
BESANCON FRANCHE,COMTE TGV,CHALON SUR SAONE,,30,41,
BESANCON FRANCHE,COMTE TGV,VALENCE TGV,20,73,95,
BESANCON VIOTTE,AEROPORT CDG 2 TGV ROISSY,20,83,111,
BESANCON VIOTTE,AIME LA PLAGNE,,78,97,
BESANCON VIOTTE,AIX EN PROVENCE TGV,20,111,144,
BESANCON VIOTTE,ALBERTVILLE,,75,89,
BESANCON VIOTTE,AVIGNON,,91,120,
BESANCON VIOTTE,AVIGNON TGV,20,91,120,
BESANCON VIOTTE,BELFORT,,23,35,
BESANCON VIOTTE,BELFORT,MONTBELIARD TGV,,25.5,34,
BESANCON VIOTTE,BESANCON FRANCHE,COMTE TGV,,4.4,6.6,
BESANCON VIOTTE,BOURG EN BRESSE,,26.5,41,
BESANCON VIOTTE,BOURG ST MAURICE,,78,97,
BESANCON VIOTTE,CAEN,25,97,125,
BESANCON VIOTTE,CHALON SUR SAONE,,30,41,
BESANCON VIOTTE,CHAMBERY CHALLES LES EAUX,,63,72,
BESANCON VIOTTE,CHERBOURG,25,97,125,
BESANCON VIOTTE,COLMAR,15,46,61,
BESANCON VIOTTE,DOLE VILLE,,11.9,17.5,
BESANCON VIOTTE,EVREUX EMBRANCHEMENT,25,92,120,
BESANCON VIOTTE,LANDRY,,78,97,
BESANCON VIOTTE,LILLE EUROPE,20,120,155,
BESANCON VIOTTE,LILLE FLANDRES,20,120,155,
BESANCON VIOTTE,LISIEUX,25,97,125,
BESANCON VIOTTE,LONS LE SAUNIER,,17.5,25.5,
BESANCON VIOTTE,LYON PART DIEU,15,51,68,
BESANCON VIOTTE,LYON PERRACHE,15,51,68,
BESANCON VIOTTE,LYON ST EXUPERY,15,51,68,
BESANCON VIOTTE,MACON VILLE,15,41,53,
BESANCON VIOTTE,MANTES LA J. TGV,,83,111,
BESANCON VIOTTE,MANTES LA JOLIE,20,83,111,
BESANCON VIOTTE,MARNE LA VALLEE CHESSY,20,83,111,
BESANCON VIOTTE,MARSEILLE ST CHARLES,20,111,144,
BESANCON VIOTTE,MONTBARD,15,43,48,
BESANCON VIOTTE,MONTBELIARD,,20,30,
BESANCON VIOTTE,MONTPELLIER,20,111,144,
BESANCON VIOTTE,MOUCHARD,,11.4,17,
BESANCON VIOTTE,MOUTIERS SALINS BRIDES,,78,95,
BESANCON VIOTTE,MULHOUSE VILLE,15,38,49,
BESANCON VIOTTE,NIMES,20,105,134,
BESANCON VIOTTE,PARIS GARE DE LYON,20,83,111,
BESANCON VIOTTE,STRASBOURG,15,58,76,
BESANCON VIOTTE,VALENCE TGV,20,73,95,
BETHUNE,LENS,,5.8,9.2,
BETHUNE,ST OMER,,13.2,20,
BEZIERS,AEROPORT CDG 2 TGV ROISSY,25,116,162,
BEZIERS,AGDE,,6.7,10.5,
BEZIERS,ARRAS,30,150,188,
BEZIERS,BEAUNE,25,84,124,
BEZIERS,CARCASSONNE,,18.5,27,
BEZIERS,CASTELNAUDARY,,24,37,
BEZIERS,CHALON SUR SAONE,20,81,107,
BEZIERS,DOUAI,30,150,188,
BEZIERS,LE CREUSOT MONTCEAU MONTCHANIN,25,77,113,
BEZIERS,LE TEIL,15,42,62,
BEZIERS,LILLE EUROPE,30,150,188,
BEZIERS,LYON PART DIEU,20,70,95,
BEZIERS,LYON PERRACHE,20,70,95,
BEZIERS,LYON ST EXUPERY,20,70,95,
BEZIERS,MACON VILLE,20,81,107,
BEZIERS,MARNE LA VALLEE CHESSY,25,116,162,
BEZIERS,MARSEILLE ST CHARLES,,46,61,
BEZIERS,MASSY TGV,25,116,162,
BEZIERS,MONTAUBAN VILLE BOURBON,15,41,62,
BEZIERS,MONTELIMAR,15,41,60,
BEZIERS,MONTPELLIER,,17,24,
BEZIERS,NARBONNE,,8.2,13,
BEZIERS,NIMES,,24,37,
BEZIERS,PARIS GARE DE LYON,25,116,162,
BEZIERS,PARIS MONTPARNASSE 1 ET 2,25,116,162,
BEZIERS,PARIS NORD,25,116,162,
BEZIERS,PERPIGNAN,,19.5,27.5,
BEZIERS,SETE,,12.1,18.5,
BEZIERS,TGV HAUTE PICARDIE,30,150,188,
BEZIERS,TOULOUSE MATABIAU,,32,47,
BEZIERS,VALENCE,15,54,78,
BEZIERS,VALENCE TGV,20,54,78,
BEZIERS,VILLENEUVE LES AVIGNONS,,32,46,
BIARRITZ , MASSY TGV,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
BIARRITZ , PARIS MONTPARNASSE 1 ET 2,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
BIARRITZ,AEROPORT CDG 2 TGV ROISSY,25,112,147,
BIARRITZ,ARRAS,30,144,174,
BIARRITZ,BAYONNE,,3.6,6.5,
BIARRITZ,BORDEAUX ST JEAN,,37,52,
BIARRITZ,CHATELLERAULT,,69,102,
BIARRITZ,DOUAI,30,144,174,
BIARRITZ,FACTURE BIGANOS,,32,46,
BIARRITZ,FUTUROSCOPE,,67,97,
BIARRITZ,LIBOURNE,,42,61,
BIARRITZ,LILLE EUROPE,30,144,174,
BIARRITZ,MARNE LA VALLEE CHESSY,25,112,147,
BIARRITZ,MASSY TGV,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BIARRITZ,MORCENX,,19,27,
BIARRITZ,PARIS AUSTERLITZ,25,112,147,
BIARRITZ,PARIS MONTPARNASSE 1 ET 2,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BIARRITZ,POITIERS,,66,95,
BIARRITZ,RUFFEC CHARENTE,,55,82,
BIARRITZ,ST JEAN DE LUZ CIBOURE,,4.3,7.7,
BIARRITZ,ST PIERRE DES CORPS,25,76,110,
BIARRITZ,TGV HAUTE PICARDIE,30,144,174,
BLOIS,ST PIERRE DES CORPS,,12.9,19.5,
BONNEVILLE,AIX LES BAINS LE REVARD,,19.5,27.5,
BONNEVILLE,ANNECY,,12,18,
BONNEVILLE,BOURG EN BRESSE,,35,50,
BONNEVILLE,CLUSES  74,,4.7,8.2,
BONNEVILLE,LA ROCHE SUR FORON,,3.6,6.6,
BONNEVILLE,SALLANCHES COMBLOUX MEGEVE,,9.5,14.7,
BONNEVILLE,ST GERVAIS LES BAINS LE FAYET,,10.9,16,
BORDEAUX ST JEAN , AEROPORT CDG2 TGV ROISSY,25,111,166,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , ARRAS,25,134,177,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , CHAMPAGNE ARDENNE,25,119,168,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , CHATELLERAULT,,50,75,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , DOUAI,25,134,177,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , FUTUROSCOPE,,50,74,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , LILLE EUROPE,25,134,177,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , LORRAINE TGV,30,150,197,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , MARNE LA VALLEE CHESSY,25,111,166,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , MASSY TGV,25,111,166,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , MEUSE TGV,25,134,176,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , PARIS MONTPARNASSE 1 ET 2,25,111,166,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , POITIERS,,50,74,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , ST PIERRE DES CORPS,20,60,89,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , TGV HAUTE PICARDIE,25,128,168,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN , VENDOME VILLIERS SUR LOIR,,79,115,Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN,AEROPORT CDG 2 TGV ROISSY,20,96,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,ARCACHON,,13.7,20,
BORDEAUX ST JEAN,ARRAS,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,BAYONNE,,36,51,
BORDEAUX ST JEAN,BEAUNE,25,105,160,
BORDEAUX ST JEAN,BEZIERS,20,64,95,
BORDEAUX ST JEAN,CARCASSONNE,20,53,81,
BORDEAUX ST JEAN,CHALON SUR SAONE,25,128,174,
BORDEAUX ST JEAN,CHAMPAGNE ARDENNE,25,112,149,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,CHATELLERAULT,,45,67,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,DOUAI,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,FACTURE BIGANOS,,10.6,15.5,
BORDEAUX ST JEAN,FUTUROSCOPE,,43,63,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,LA TESTE,,13.2,19.5,
BORDEAUX ST JEAN,LIBOURNE,,10.2,14.7,
BORDEAUX ST JEAN,LILLE EUROPE,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,LORRAINE TGV,30,141,185,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,LOURDES,15,45,65,
BORDEAUX ST JEAN,LYON PART DIEU,25,115,156,
BORDEAUX ST JEAN,LYON ST EXUPERY,25,115,156,
BORDEAUX ST JEAN,MACON VILLE,25,128,174,
BORDEAUX ST JEAN,MARMANDE,,18,26,
BORDEAUX ST JEAN,MARNE LA VALLEE CHESSY,20,96,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN,MARSEILLE ST CHARLES,25,107,142,
